date,avg_temperature,precipitation,snow(mm)
15.12.2020,5.7,0.3,0.0
16.12.2020,7.7,0.0,0.0
17.12.2020,5.3,1.1,0.0
18.12.2020,4.8,0.0,0.0
19.12.2020,2.7,0.0,0.0
20.12.2020,3.2,1.1,0.0
21.12.2020,4.3,5.4,0.0
22.12.2020,9.2,3.2,0.0
23.12.2020,7.1,4.7,0.0
24.12.2020,6.5,1.4,0.0
25.12.2020,2.5,0.2,0.0
26.12.2020,0.8,0.2,0.0
27.12.2020,1.5,0.0,0.0
28.12.2020,2.4,2.6,0.0
29.12.2020,1.9,0.0,0.0
30.12.2020,2.1,0.0,0.0
31.12.2020,2.4,0.0,0.0
01.01.2021,1.9,0.5,0.0
02.01.2021,0.9,0.0,0.0
03.01.2021,0.7,7.5,0.0
04.01.2021,0.8,0.4,40.0
05.01.2021,1.7,1.5,20.0
06.01.2021,1.8,0.6,0.0
07.01.2021,1.1,0.0,0.0
08.01.2021,0.8,0.1,0.0
09.01.2021,1.3,0.0,0.0
10.01.2021,0.6,0.1,0.0
11.01.2021,0.4,2.0,0.0
12.01.2021,1.4,2.3,10.0
13.01.2021,1.6,2.6,0.0
14.01.2021,1.2,0.0,30.0
15.01.2021,-0.4,0.0,0.0
16.01.2021,-1.7,0.0,0.0
17.01.2021,-2.5,0.0,0.0
18.01.2021,-1.4,5.6,0.0
19.01.2021,2.4,7.9,0.0
20.01.2021,5.8,0.0,0.0
21.01.2021,8.7,0.9,0.0
22.01.2021,6.6,0.3,0.0
23.01.2021,1.6,4.7,0.0
24.01.2021,0.9,2.5,0.0
25.01.2021,1.1,0.0,0.0
26.01.2021,0.9,0.0,0.0
27.01.2021,1.7,0.8,0.0
28.01.2021,1.5,0.1,0.0
29.01.2021,-1.2,3.7,0.0
30.01.2021,-1.2,0.2,90.0
31.01.2021,-5.2,0.0,70.0
01.02.2021,-3.4,0.0,60.0
02.02.2021,0.8,1.7,50.0
03.02.2021,4.8,10.9,20.0
04.02.2021,0.9,0.3,0.0
05.02.2021,-0.2,1.7,0.0
06.02.2021,-1.8,0.1,40.0
07.02.2021,-6.0,2.0,30.0
08.02.2021,-9.0,4.1,80.0
09.02.2021,-8.5,0.0,160.0
10.02.2021,-7.7,0.1,160.0
11.02.2021,-4.5,0.0,130.0
12.02.2021,-4.8,0.0,120.0
13.02.2021,-6.2,0.0,110.0
14.02.2021,-5.8,0.0,110.0
15.02.2021,-5.0,3.8,110.0
16.02.2021,1.3,2.2,150.0
17.02.2021,4.7,0.5,110.0
18.02.2021,6.6,3.1,30.0
19.02.2021,5.4,0.0,0.0
20.02.2021,5.4,0.0,0.0
21.02.2021,8.1,0.0,0.0
22.02.2021,5.6,0.0,0.0
23.02.2021,9.7,0.0,0.0
24.02.2021,11.5,0.0,0.0
25.02.2021,10.9,0.9,0.0
26.02.2021,7.3,0.7,0.0
27.02.2021,4.5,0.0,0.0
28.02.2021,1.9,0.0,0.0
01.03.2021,4.0,0.0,0.0
02.03.2021,2.8,0.0,0.0
03.03.2021,6.1,0.0,0.0
04.03.2021,3.5,0.5,0.0
05.03.2021,1.6,0.0,0.0
06.03.2021,1.2,0.0,0.0
07.03.2021,2.9,0.5,0.0
08.03.2021,1.8,0.0,0.0
09.03.2021,0.9,0.0,0.0
10.03.2021,1.9,0.9,0.0
11.03.2021,6.2,6.6,0.0
12.03.2021,7.2,0.8,0.0
13.03.2021,5.6,7.4,0.0
14.03.2021,4.8,4.2,0.0
15.03.2021,4.5,3.9,0.0
16.03.2021,3.8,0.0,0.0
17.03.2021,1.3,0.4,0.0
18.03.2021,2.3,1.9,0.0
19.03.2021,0.8,0.0,10.0
20.03.2021,1.0,0.0,0.0
21.03.2021,5.3,1.6,0.0
22.03.2021,5.0,0.1,0.0
23.03.2021,5.7,0.0,0.0
24.03.2021,7.5,0.0,0.0
25.03.2021,8.2,0.7,0.0
26.03.2021,9.6,0.2,0.0
27.03.2021,6.1,2.4,0.0
28.03.2021,7.3,0.0,0.0
29.03.2021,13.7,0.0,0.0
30.03.2021,13.3,0.0,0.0
31.03.2021,14.0,0.0,0.0
01.04.2021,10.9,0.1,0.0
02.04.2021,5.8,0.0,0.0
03.04.2021,5.4,0.0,0.0
04.04.2021,4.7,0.0,0.0
05.04.2021,3.4,3.2,0.0
06.04.2021,1.6,0.4,0.0
07.04.2021,2.9,2.1,0.0
08.04.2021,4.2,0.0,0.0
09.04.2021,7.8,1.0,0.0
10.04.2021,7.2,4.4,0.0
11.04.2021,11.1,1.6,0.0
12.04.2021,4.6,0.0,0.0
13.04.2021,4.5,0.4,0.0
14.04.2021,4.6,0.0,0.0
15.04.2021,4.1,0.2,0.0
16.04.2021,6.9,0.0,0.0
17.04.2021,8.7,0.6,0.0
18.04.2021,7.2,5.8,0.0
19.04.2021,9.0,0.0,0.0
20.04.2021,11.1,0.0,0.0
21.04.2021,10.4,0.0,0.0
22.04.2021,7.3,0.1,0.0
23.04.2021,8.1,0.0,0.0
24.04.2021,7.3,0.0,0.0
25.04.2021,6.0,0.0,0.0
26.04.2021,4.3,0.0,0.0
27.04.2021,7.0,0.0,0.0
28.04.2021,10.8,0.4,0.0
29.04.2021,10.8,6.7,0.0
30.04.2021,8.2,0.0,0.0
01.05.2021,9.3,0.0,0.0
02.05.2021,8.0,4.5,0.0
03.05.2021,6.9,0.3,0.0
04.05.2021,9.8,2.6,0.0
05.05.2021,8.5,1.6,0.0
06.05.2021,7.5,0.7,0.0
07.05.2021,5.2,12.5,0.0
08.05.2021,8.9,0.0,0.0
09.05.2021,18.5,0.0,0.0
10.05.2021,21.0,0.0,0.0
11.05.2021,20.5,0.9,0.0
12.05.2021,13.2,4.0,0.0
13.05.2021,11.1,5.8,0.0
14.05.2021,10.2,0.5,0.0
15.05.2021,13.1,0.3,0.0
16.05.2021,12.2,3.5,0.0
17.05.2021,12.4,2.1,0.0
18.05.2021,10.8,0.0,0.0
19.05.2021,12.2,0.0,0.0
20.05.2021,12.6,0.0,0.0
21.05.2021,14.4,0.6,0.0
22.05.2021,12.4,0.1,0.0
23.05.2021,11.4,0.4,0.0
24.05.2021,15.0,0.5,0.0
25.05.2021,12.0,3.9,0.0
26.05.2021,12.2,0.0,0.0
27.05.2021,11.5,3.9,0.0
28.05.2021,11.2,4.6,0.0
29.05.2021,12.0,0.0,0.0
30.05.2021,14.0,0.0,0.0
31.05.2021,14.1,0.0,0.0
01.06.2021,16.8,0.0,0.0
02.06.2021,17.8,0.0,0.0
03.06.2021,20.3,0.6,0.0
04.06.2021,18.9,0.0,0.0
05.06.2021,21.1,0.0,0.0
06.06.2021,21.5,0.0,0.0
07.06.2021,20.3,0.0,0.0
08.06.2021,20.9,0.0,0.0
09.06.2021,20.3,0.0,0.0
10.06.2021,21.7,0.0,0.0
11.06.2021,21.6,0.0,0.0
12.06.2021,18.4,1.8,0.0
13.06.2021,14.9,0.0,0.0
14.06.2021,18.6,0.0,0.0
15.06.2021,19.1,0.0,0.0
16.06.2021,20.8,0.0,0.0
17.06.2021,25.8,0.0,0.0
18.06.2021,26.7,0.0,0.0
19.06.2021,27.1,0.0,0.0
20.06.2021,27.5,0.4,0.0
21.06.2021,25.1,0.0,0.0
22.06.2021,18.3,0.0,0.0
23.06.2021,16.5,1.3,0.0
24.06.2021,16.9,2.9,0.0
25.06.2021,19.7,0.0,0.0
26.06.2021,20.4,0.0,0.0
27.06.2021,21.0,0.0,0.0
28.06.2021,23.8,0.0,0.0
29.06.2021,22.7,25.6,0.0
30.06.2021,17.8,34.8,0.0
01.07.2021,15.4,8.8,0.0
02.07.2021,19.3,0.0,0.0
03.07.2021,19.4,0.0,0.0
04.07.2021,21.5,0.0,0.0
05.07.2021,19.4,2.0,0.0
06.07.2021,22.7,5.6,0.0
07.07.2021,18.3,6.1,0.0
08.07.2021,18.2,3.9,0.0
09.07.2021,17.5,11.9,0.0
10.07.2021,18.8,0.0,0.0
11.07.2021,21.8,0.2,0.0
12.07.2021,21.3,0.1,0.0
13.07.2021,23.5,3.2,0.0
14.07.2021,21.2,0.0,0.0
15.07.2021,21.1,0.0,0.0
16.07.2021,22.6,6.6,0.0
17.07.2021,23.1,0.0,0.0
18.07.2021,21.7,0.0,0.0
19.07.2021,16.9,0.0,0.0
20.07.2021,17.2,0.0,0.0
21.07.2021,17.9,0.0,0.0
22.07.2021,19.7,0.0,0.0
23.07.2021,19.4,0.0,0.0
24.07.2021,23.0,0.0,0.0
25.07.2021,23.0,4.0,0.0
26.07.2021,23.1,0.0,0.0
27.07.2021,22.4,0.0,0.0
28.07.2021,20.7,0.0,0.0
29.07.2021,19.9,0.0,0.0
30.07.2021,19.4,0.0,0.0
31.07.2021,20.3,0.0,0.0
01.08.2021,17.4,9.5,0.0
02.08.2021,16.9,0.0,0.0
03.08.2021,16.9,0.0,0.0
04.08.2021,18.3,0.0,0.0
05.08.2021,17.9,0.3,0.0
06.08.2021,18.9,9.6,0.0
07.08.2021,19.1,5.8,0.0
08.08.2021,18.4,0.5,0.0
09.08.2021,17.1,1.9,0.0
10.08.2021,17.7,2.7,0.0
11.08.2021,17.3,0.0,0.0
12.08.2021,19.5,0.0,0.0
13.08.2021,22.8,0.0,0.0
14.08.2021,21.0,0.0,0.0
15.08.2021,19.7,0.0,0.0
16.08.2021,17.7,2.4,0.0
17.08.2021,15.0,0.2,0.0
18.08.2021,17.0,0.0,0.0
19.08.2021,18.3,0.0,0.0
20.08.2021,17.6,0.0,0.0
21.08.2021,18.7,0.0,0.0
22.08.2021,17.8,22.6,0.0
23.08.2021,16.6,0.1,0.0
24.08.2021,16.5,0.0,0.0
25.08.2021,14.9,4.6,0.0
26.08.2021,14.4,17.1,0.0
27.08.2021,14.5,0.4,0.0
28.08.2021,15.4,0.5,0.0
29.08.2021,15.5,11.8,0.0
30.08.2021,15.5,2.4,0.0
31.08.2021,15.9,0.0,0.0
01.09.2021,15.3,0.0,0.0
02.09.2021,15.0,0.0,0.0
03.09.2021,15.9,0.0,0.0
04.09.2021,13.7,0.0,0.0
05.09.2021,15.3,0.0,0.0
06.09.2021,16.0,0.0,0.0
07.09.2021,16.5,0.0,0.0
08.09.2021,17.2,0.0,0.0
09.09.2021,18.4,0.0,0.0
10.09.2021,19.1,7.1,0.0
11.09.2021,18.9,1.2,0.0
12.09.2021,17.6,0.0,0.0
13.09.2021,15.6,0.0,0.0
14.09.2021,15.7,0.0,0.0
15.09.2021,18.1,7.9,0.0
16.09.2021,17.4,0.0,0.0
17.09.2021,14.8,0.0,0.0
18.09.2021,14.0,0.6,0.0
19.09.2021,13.1,0.0,0.0
20.09.2021,12.5,0.0,0.0
21.09.2021,12.6,0.6,0.0
22.09.2021,13.3,0.0,0.0
23.09.2021,14.5,0.9,0.0
24.09.2021,15.0,0.0,0.0
25.09.2021,17.1,0.0,0.0
26.09.2021,18.0,0.0,0.0
27.09.2021,16.9,0.0,0.0
28.09.2021,14.9,0.9,0.0
29.09.2021,13.4,15.9,0.0
30.09.2021,10.8,0.0,0.0
01.10.2021,11.8,0.0,0.0
02.10.2021,13.6,0.0,0.0
03.10.2021,17.5,0.1,0.0
04.10.2021,14.1,0.6,0.0
05.10.2021,12.6,5.6,0.0
06.10.2021,12.3,0.0,0.0
07.10.2021,11.2,0.0,0.0
08.10.2021,11.7,0.0,0.0
09.10.2021,8.6,0.0,0.0
10.10.2021,7.0,0.0,0.0
11.10.2021,8.2,1.2,0.0
12.10.2021,8.6,0.1,0.0
13.10.2021,7.6,1.1,0.0
14.10.2021,10.8,2.2,0.0
15.10.2021,10.7,1.5,0.0
16.10.2021,8.9,0.1,0.0
17.10.2021,9.4,0.9,0.0
18.10.2021,10.9,0.0,0.0
19.10.2021,12.5,0.1,0.0
20.10.2021,15.7,1.1,0.0
21.10.2021,12.8,1.3,0.0
22.10.2021,7.4,5.7,0.0
23.10.2021,7.2,0.0,0.0
24.10.2021,6.6,0.0,0.0
25.10.2021,5.3,0.0,0.0
26.10.2021,9.1,0.2,0.0
27.10.2021,12.1,0.0,0.0
28.10.2021,10.1,0.0,0.0
29.10.2021,8.2,0.0,0.0
30.10.2021,9.6,0.0,0.0
31.10.2021,13.1,0.0,0.0
01.11.2021,10.0,0.7,0.0
02.11.2021,9.1,0.0,0.0
03.11.2021,6.5,0.0,0.0
04.11.2021,7.0,40.4,0.0
05.11.2021,8.1,0.0,0.0
06.11.2021,9.1,0.0,0.0
07.11.2021,8.2,8.3,0.0
08.11.2021,8.6,0.5,0.0
09.11.2021,7.6,0.0,0.0
10.11.2021,4.0,0.0,0.0
11.11.2021,4.7,0.1,0.0
12.11.2021,6.7,0.1,0.0
13.11.2021,4.5,0.0,0.0
14.11.2021,6.2,0.0,0.0
15.11.2021,5.7,0.0,0.0
16.11.2021,6.1,0.0,0.0
17.11.2021,5.6,0.0,0.0
18.11.2021,7.9,2.7,0.0
19.11.2021,11.4,0.0,0.0
20.11.2021,10.9,0.0,0.0
21.11.2021,7.8,0.4,0.0
22.11.2021,3.6,0.2,0.0
23.11.2021,4.8,1.1,0.0
24.11.2021,6.8,0.2,0.0
25.11.2021,4.3,0.0,0.0
26.11.2021,4.2,0.0,0.0
27.11.2021,1.6,4.5,0.0
28.11.2021,1.8,0.3,0.0
29.11.2021,2.2,0.8,0.0
30.11.2021,3.4,4.9,0.0
01.12.2021,5.7,3.6,0.0
02.12.2021,2.2,0.0,0.0
03.12.2021,0.9,0.5,0.0
04.12.2021,1.5,2.9,0.0
05.12.2021,0.8,0.2,10.0
06.12.2021,1.0,0.0,0.0
07.12.2021,-0.3,0.0,0.0
08.12.2021,-0.1,0.0,0.0
09.12.2021,-1.1,2.6,0.0
10.12.2021,-0.2,0.0,40.0
11.12.2021,-0.7,0.0,20.0
12.12.2021,0.8,0.3,10.0
13.12.2021,6.8,1.4,0.0
14.12.2021,7.2,0.5,0.0
15.12.2021,8.5,0.0,0.0
16.12.2021,7.4,0.1,0.0
17.12.2021,5.4,0.0,0.0
18.12.2021,5.9,0.4,0.0
19.12.2021,6.0,1.3,0.0
20.12.2021,1.2,0.0,0.0
21.12.2021,0.3,0.0,0.0
22.12.2021,-0.8,0.0,0.0
23.12.2021,-1.1,8.8,0.0
24.12.2021,2.0,6.1,0.0
25.12.2021,-6.1,0.0,0.0
26.12.2021,-6.8,0.0,0.0
27.12.2021,-3.7,0.0,0.0
28.12.2021,-0.5,1.5,0.0
29.12.2021,4.0,0.3,0.0
30.12.2021,9.0,3.2,0.0
31.12.2021,12.8,5.5,0.0
01.01.2022,11.7,0.0,0.0
02.01.2022,9.6,4.4,0.0
03.01.2022,8.6,0.9,0.0
04.01.2022,5.8,1.9,0.0
05.01.2022,3.6,0.8,0.0
06.01.2022,0.7,0.0,0.0
07.01.2022,0.3,1.7,0.0
08.01.2022,1.1,0.0,10.0
09.01.2022,1.3,0.2,0.0
10.01.2022,3.1,0.8,0.0
11.01.2022,-2.3,0.0,0.0
12.01.2022,0.8,0.1,0.0
13.01.2022,4.1,0.0,0.0
14.01.2022,5.3,0.1,0.0
15.01.2022,1.7,0.0,0.0
16.01.2022,2.0,0.5,0.0
17.01.2022,4.0,3.3,0.0
18.01.2022,2.9,0.0,0.0
19.01.2022,3.8,1.3,0.0
20.01.2022,1.3,0.8,10.0
21.01.2022,0.2,2.1,40.0
22.01.2022,2.9,0.5,0.0
23.01.2022,5.3,1.3,0.0
24.01.2022,5.1,0.4,0.0
25.01.2022,3.8,0.7,0.0
26.01.2022,2.7,0.2,0.0
27.01.2022,4.3,1.2,0.0
28.01.2022,4.8,1.1,0.0
29.01.2022,5.8,4.7,0.0
30.01.2022,5.8,0.0,0.0
31.01.2022,2.9,0.2,0.0
01.02.2022,3.3,4.4,0.0
02.02.2022,4.8,0.3,0.0
03.02.2022,4.2,4.2,0.0
04.02.2022,6.4,0.8,0.0
05.02.2022,4.4,2.7,0.0
06.02.2022,5.3,6.8,0.0
07.02.2022,3.9,0.2,0.0
08.02.2022,6.1,1.6,0.0
09.02.2022,8.9,0.0,0.0
10.02.2022,7.3,1.0,0.0
11.02.2022,3.5,0.0,0.0
12.02.2022,0.7,0.0,0.0
13.02.2022,3.4,0.0,0.0
14.02.2022,8.1,0.0,0.0
15.02.2022,7.0,0.8,0.0
16.02.2022,7.5,9.7,0.0
17.02.2022,8.3,1.3,0.0
18.02.2022,6.8,3.1,0.0
19.02.2022,6.0,2.8,0.0
20.02.2022,5.4,7.0,0.0
21.02.2022,5.7,3.4,0.0
22.02.2022,5.6,2.2,0.0
23.02.2022,5.9,0.0,0.0
24.02.2022,5.7,0.2,0.0
25.02.2022,4.3,1.8,0.0
26.02.2022,4.1,0.0,0.0
27.02.2022,1.1,0.0,0.0
28.02.2022,1.6,0.0,0.0
01.03.2022,1.4,0.0,0.0
02.03.2022,1.6,0.0,0.0
03.03.2022,-0.5,0.0,0.0
04.03.2022,1.9,0.0,0.0
05.03.2022,0.5,0.0,0.0
06.03.2022,0.8,0.0,0.0
07.03.2022,3.2,0.0,0.0
08.03.2022,2.9,0.0,0.0
09.03.2022,4.1,0.0,0.0
10.03.2022,3.9,0.0,0.0
11.03.2022,2.8,0.0,0.0
12.03.2022,4.7,0.0,0.0
13.03.2022,6.4,0.0,0.0
14.03.2022,7.3,0.7,0.0
15.03.2022,8.3,0.0,0.0
16.03.2022,7.2,0.0,0.0
17.03.2022,7.5,0.0,0.0
18.03.2022,8.9,0.0,0.0
19.03.2022,6.7,0.0,0.0
20.03.2022,6.6,0.0,0.0
21.03.2022,6.9,0.0,0.0
22.03.2022,7.6,0.0,0.0
23.03.2022,9.7,0.0,0.0
24.03.2022,7.7,0.0,0.0
25.03.2022,9.1,0.0,0.0
26.03.2022,8.7,0.0,0.0
27.03.2022,8.5,0.0,0.0
28.03.2022,9.6,0.0,0.0
29.03.2022,7.5,0.0,0.0
30.03.2022,5.1,0.0,0.0
31.03.2022,3.9,0.0,0.0
01.04.2022,3.8,0.0,0.0
02.04.2022,2.1,0.0,0.0
03.04.2022,2.6,0.0,0.0
04.04.2022,3.8,7.0,0.0
05.04.2022,6.9,4.9,0.0
06.04.2022,10.4,0.1,0.0
07.04.2022,9.9,9.4,0.0
08.04.2022,6.8,0.8,0.0
09.04.2022,5.3,1.0,0.0
10.04.2022,5.1,0.5,0.0
11.04.2022,6.6,0.0,0.0
12.04.2022,9.8,0.0,0.0
13.04.2022,13.6,0.0,0.0
14.04.2022,12.0,4.4,0.0
15.04.2022,7.7,0.3,0.0
16.04.2022,7.2,0.0,0.0
17.04.2022,8.4,0.0,0.0
18.04.2022,9.4,0.0,0.0
19.04.2022,9.1,0.0,0.0
20.04.2022,9.7,0.0,0.0
21.04.2022,9.5,0.2,0.0
22.04.2022,9.9,0.0,0.0
23.04.2022,11.7,0.0,0.0
24.04.2022,11.4,0.0,0.0
25.04.2022,8.9,0.0,0.0
26.04.2022,11.0,0.0,0.0
27.04.2022,11.9,0.0,0.0
28.04.2022,10.8,0.0,0.0
29.04.2022,12.1,0.0,0.0
30.04.2022,12.6,0.0,0.0
01.05.2022,11.9,0.0,0.0
02.05.2022,12.8,0.0,0.0
03.05.2022,12.5,0.0,0.0
04.05.2022,13.7,0.3,0.0
05.05.2022,14.1,0.0,0.0
06.05.2022,13.2,0.0,0.0
07.05.2022,16.5,0.1,0.0
08.05.2022,14.9,0.0,0.0
09.05.2022,14.4,0.0,0.0
10.05.2022,18.7,0.1,0.0
11.05.2022,21.1,4.3,0.0
12.05.2022,15.7,0.0,0.0
13.05.2022,14.0,0.0,0.0
14.05.2022,15.1,0.0,0.0
15.05.2022,14.6,0.0,0.0
16.05.2022,18.5,7.0,0.0
17.05.2022,16.6,0.3,0.0
18.05.2022,17.7,0.0,0.0
19.05.2022,20.9,0.0,0.0
20.05.2022,20.0,7.0,0.0
21.05.2022,15.4,0.1,0.0
22.05.2022,13.9,0.0,0.0
23.05.2022,17.3,1.4,0.0
24.05.2022,16.8,0.2,0.0
25.05.2022,15.0,0.0,0.0
26.05.2022,16.6,1.6,0.0
27.05.2022,13.7,3.1,0.0
28.05.2022,11.1,0.2,0.0
29.05.2022,11.6,1.9,0.0
30.05.2022,11.6,0.0,0.0
31.05.2022,14.0,1.1,0.0
01.06.2022,14.7,1.9,0.0
02.06.2022,14.1,0.0,0.0
03.06.2022,17.9,0.0,0.0
04.06.2022,19.2,0.0,0.0
05.06.2022,20.3,2.8,0.0
06.06.2022,19.5,1.0,0.0
07.06.2022,18.2,0.0,0.0
08.06.2022,19.8,0.0,0.0
09.06.2022,17.8,0.3,0.0
10.06.2022,18.7,0.0,0.0
11.06.2022,21.4,0.5,0.0
12.06.2022,20.2,0.0,0.0
13.06.2022,16.3,0.4,0.0
14.06.2022,14.7,0.0,0.0
15.06.2022,18.2,0.0,0.0
16.06.2022,19.1,0.0,0.0
17.06.2022,19.6,0.0,0.0
18.06.2022,25.6,0.0,0.0
19.06.2022,24.7,5.0,0.0
20.06.2022,14.1,8.5,0.0
21.06.2022,17.1,0.0,0.0
22.06.2022,20.3,0.0,0.0
23.06.2022,22.9,0.0,0.0
24.06.2022,24.3,0.0,0.0
25.06.2022,22.8,0.0,0.0
26.06.2022,24.5,0.0,0.0
27.06.2022,26.8,1.2,0.0
28.06.2022,21.1,0.0,0.0
29.06.2022,21.1,0.0,0.0
30.06.2022,23.3,0.0,0.0
01.07.2022,18.8,6.6,0.0
02.07.2022,19.5,0.0,0.0
03.07.2022,22.7,0.0,0.0
04.07.2022,20.2,0.0,0.0
05.07.2022,19.5,0.0,0.0
06.07.2022,16.9,4.0,0.0
07.07.2022,15.2,11.2,0.0
08.07.2022,16.6,0.0,0.0
09.07.2022,16.3,0.8,0.0
10.07.2022,15.9,0.0,0.0
11.07.2022,17.2,0.0,0.0
12.07.2022,19.7,0.0,0.0
13.07.2022,23.2,0.0,0.0
14.07.2022,19.1,0.0,0.0
15.07.2022,16.3,0.0,0.0
16.07.2022,17.3,1.0,0.0
17.07.2022,16.6,0.0,0.0
18.07.2022,20.7,0.0,0.0
19.07.2022,25.2,0.0,0.0
20.07.2022,27.9,0.0,0.0
21.07.2022,23.4,0.6,0.0
22.07.2022,20.4,2.1,0.0
23.07.2022,18.3,1.3,0.0
24.07.2022,19.6,0.0,0.0
25.07.2022,24.8,3.5,0.0
26.07.2022,19.5,0.6,0.0
27.07.2022,16.3,0.0,0.0
28.07.2022,16.9,0.0,0.0
29.07.2022,21.7,0.0,0.0
30.07.2022,21.1,0.0,0.0
31.07.2022,21.6,0.0,0.0
01.08.2022,20.9,0.0,0.0
02.08.2022,21.2,0.0,0.0
03.08.2022,25.2,0.0,0.0
04.08.2022,27.6,0.0,0.0
05.08.2022,22.4,0.1,0.0
06.08.2022,17.0,0.0,0.0
07.08.2022,17.7,0.0,0.0
08.08.2022,20.1,0.0,0.0
09.08.2022,21.9,0.0,0.0
10.08.2022,21.4,0.0,0.0
11.08.2022,22.7,0.0,0.0
12.08.2022,22.7,0.0,0.0
13.08.2022,22.6,0.4,0.0
14.08.2022,25.4,0.0,0.0
15.08.2022,23.2,11.2,0.0
16.08.2022,22.8,0.0,0.0
17.08.2022,24.6,0.0,0.0
18.08.2022,24.9,8.0,0.0
19.08.2022,21.1,0.1,0.0
20.08.2022,19.7,1.5,0.0
21.08.2022,18.9,0.0,0.0
22.08.2022,18.9,0.0,0.0
23.08.2022,20.4,0.0,0.0
24.08.2022,21.0,0.0,0.0
25.08.2022,22.1,0.0,0.0
26.08.2022,21.4,22.3,0.0
27.08.2022,20.2,0.0,0.0
28.08.2022,17.5,0.0,0.0
29.08.2022,16.6,0.0,0.0
30.08.2022,17.2,0.0,0.0
31.08.2022,17.2,0.0,0.0
01.09.2022,16.6,0.0,0.0
02.09.2022,16.1,0.0,0.0
03.09.2022,16.5,0.0,0.0
04.09.2022,18.1,0.0,0.0
05.09.2022,18.4,0.0,0.0
06.09.2022,17.9,0.0,0.0
07.09.2022,19.1,0.0,0.0
08.09.2022,16.1,12.0,0.0
09.09.2022,16.9,0.0,0.0
10.09.2022,16.4,0.0,0.0
11.09.2022,15.4,0.0,0.0
12.09.2022,14.7,0.0,0.0
13.09.2022,15.1,1.6,0.0
14.09.2022,14.5,0.0,0.0
15.09.2022,14.3,0.1,0.0
16.09.2022,13.3,5.6,0.0
17.09.2022,12.2,3.9,0.0
18.09.2022,10.5,3.2,0.0
19.09.2022,10.6,1.5,0.0
20.09.2022,10.1,2.4,0.0
21.09.2022,10.2,0.0,0.0
22.09.2022,9.5,0.0,0.0
23.09.2022,10.1,0.0,0.0
24.09.2022,12.4,0.0,0.0
25.09.2022,14.1,0.0,0.0
26.09.2022,13.2,0.5,0.0
27.09.2022,10.6,4.0,0.0
28.09.2022,8.9,0.0,0.0
29.09.2022,8.9,0.0,0.0
30.09.2022,9.4,0.0,0.0
01.10.2022,9.8,2.5,0.0
02.10.2022,12.3,3.6,0.0
03.10.2022,12.8,0.6,0.0
04.10.2022,12.9,0.0,0.0
05.10.2022,13.6,0.0,0.0
06.10.2022,13.8,0.0,0.0
07.10.2022,10.3,0.0,0.0
08.10.2022,10.9,0.0,0.0
09.10.2022,9.8,0.0,0.0
10.10.2022,11.0,0.0,0.0
11.10.2022,9.9,0.0,0.0
12.10.2022,8.2,0.0,0.0
13.10.2022,9.7,0.0,0.0
14.10.2022,11.6,0.3,0.0
15.10.2022,14.5,0.0,0.0
16.10.2022,14.9,0.0,0.0
17.10.2022,16.8,1.0,0.0
18.10.2022,13.8,10.2,0.0
19.10.2022,10.1,0.0,0.0
20.10.2022,8.5,1.4,0.0
21.10.2022,11.8,1.6,0.0
22.10.2022,14.4,0.0,0.0
23.10.2022,13.9,2.7,0.0
24.10.2022,14.8,0.1,0.0
25.10.2022,12.6,0.2,0.0
26.10.2022,11.3,0.0,0.0
27.10.2022,13.2,0.0,0.0
28.10.2022,16.0,0.0,0.0
29.10.2022,15.5,0.0,0.0
30.10.2022,14.7,0.0,0.0
31.10.2022,12.6,0.0,0.0
01.11.2022,12.6,0.1,0.0
02.11.2022,9.6,0.0,0.0
03.11.2022,7.9,0.0,0.0
04.11.2022,9.0,2.4,0.0
05.11.2022,7.7,0.0,0.0
06.11.2022,6.7,0.0,0.0
07.11.2022,10.7,0.0,0.0
08.11.2022,12.1,0.2,0.0
09.11.2022,11.8,1.0,0.0
10.11.2022,11.7,0.0,0.0
11.11.2022,8.6,0.0,0.0
12.11.2022,6.4,0.0,0.0
13.11.2022,8.3,0.0,0.0
14.11.2022,6.6,0.0,0.0
15.11.2022,6.8,0.0,0.0
16.11.2022,5.6,0.1,0.0
17.11.2022,3.8,1.1,0.0
18.11.2022,-1.1,0.1,0.0
19.11.2022,-2.0,1.0,0.0
20.11.2022,-0.8,0.0,30.0
21.11.2022,-1.9,0.0,20.0
22.11.2022,-0.1,0.0,10.0
23.11.2022,2.4,0.0,0.0
24.11.2022,2.2,0.0,0.0
25.11.2022,5.2,2.1,0.0
26.11.2022,7.4,0.1,0.0
27.11.2022,4.9,0.0,0.0
28.11.2022,3.7,0.0,0.0
29.11.2022,3.7,0.5,0.0
30.11.2022,3.1,0.0,0.0
01.12.2022,0.5,1.5,0.0
02.12.2022,0.4,0.0,0.0
03.12.2022,-1.1,0.5,0.0
04.12.2022,1.2,1.0,0.0
05.12.2022,3.1,0.6,0.0
06.12.2022,2.3,1.3,0.0
07.12.2022,2.1,2.5,0.0
08.12.2022,1.1,2.6,20.0
09.12.2022,-1.5,0.0,0.0
10.12.2022,-1.6,0.0,0.0
11.12.2022,-2.4,0.0,0.0
12.12.2022,-1.4,0.0,0.0
13.12.2022,-2.6,0.0,0.0
14.12.2022,-6.9,0.0,0.0
15.12.2022,-7.2,0.0,0.0
16.12.2022,-5.1,0.0,0.0
17.12.2022,-3.7,0.0,0.0
